,title,location,highest_speaker_count,country,city,specific_location,date,stanza,textblob,vader,subjectivity,Topic,geo_location,point,latitude,longitude,Coordinates,geometry,weighted
219,Presidential_Victory_Speech,"Chicago, Illinois",0,United States of America,Chicago,no_specific_location,2008-11-04,-0.063,0.143,1.0,0.432,Topic 23,"Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,"(-87.6244212, 41.8755616)",POINT (-87.6244212 41.8755616),0.432
220,Brookings_Institute,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2009-12-08,-0.232,0.087,1.0,0.45,Topic 19,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.45
221,NY_NJ_Explosions,"Lotte New York Palace Hotel, New York City, New York",0,United States of America,West Point,Military Academy Eisenhower Hall,2016-09-19,-0.119,0.185,0.337,0.516,Topic 10,"Lotte New York Palace, 455, Madison Avenue, Manhattan Community Board 5, New York County, City of New York, New York, 10022, United States","(40.75798035, -73.97476900451042, 0.0)",40.75798035,-73.97476900451042,"(-73.97476900451042, 40.75798035)",POINT (-73.97476900451042 40.75798035),0.17389200000000002
222,Civil_Society_Forum_Panama,"Hotel El Panama, Panama City, Panama",0,Panama,Panama City,Hotel El Panama,2015-04-10,-0.056,0.229,1.0,0.6,Topic 13,,,,,"(nan, nan)",POINT (nan nan),0.6
223,Morehouse_College_Commencement,"Atlanta, Georgia",2,United States of America,Atlanta,no_specific_location,2013-05-19,-0.111,0.147,1.0,0.473,Topic 15,"Atlanta, Fulton County, Georgia, United States","(33.7489924, -84.3902644, 0.0)",33.7489924,-84.3902644,"(-84.3902644, 33.7489924)",POINT (-84.39026440000001 33.7489924),0.473
224,Dallas_Police_Memorial_Address,"Dallas, Texas",0,United States of America,Dallas,no_specific_location,2016-07-12,-0.215,0.12,0.998,0.52,Topic 1,"Dallas, Dallas County, Texas, United States","(32.7762719, -96.7968559, 0.0)",32.7762719,-96.7968559,"(-96.7968559, 32.7762719)",POINT (-96.7968559 32.7762719),0.51896
225,Go_Presidential_Election_Outcome_2016,Washington D.C.,1,United States of America,Washington D.C.,no_specific_location,2016-11-09,0.1,0.23,1.0,0.493,Topic 23,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.493
226,Capetown_University,"Cape Town, South Africa",3,South Africa,Cape Town,no_specific_location,2013-06-30,-0.036,0.169,1.0,0.465,Topic 20,"Cape Town, City of Cape Town, Western Cape, 8001, South Africa","(-33.928992, 18.417396, 0.0)",-33.928992,18.417396,"(18.417396, -33.928992)",POINT (18.417396 -33.928992),0.465
227,2010_Budget_to_Congress,unknown_location,0,United States of America,Washington D.C.,Congress,2010-02-01,-0.402,0.084,0.999,0.434,Topic 2,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.433566
228,Cuba_Policy_Changes,unknown_location,0,United States of America,Washington D.C.,White House,2014-12-17,-0.064,0.124,1.0,0.424,Topic 13,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.424
229,USSC_Affordable_Care_Act_Ruling,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-06-25,-0.111,0.178,1.0,0.458,Topic 5,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.458
230,Howard_University_Commencement,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2016-05-07,-0.155,0.144,1.0,0.48,Topic 1,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.48
231,Europe_Peoples_Hannover,"Hannover Messe Building 35, Hanover, Germany",0,Germany,Hanover,Hannover Messe Building 35,2016-04-25,-0.085,0.156,1.0,0.456,Topic 17,,,,,"(nan, nan)",POINT (nan nan),0.456
232,ISIL_Force_Authorization_Request,unknown_location,0,United States of America,Washington D.C.,White House,2015-02-11,-0.141,0.082,0.981,0.484,Topic 4,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.474804
233,Indian_Parliament,"New Delhi, India",0,India,New Delhi,no_specific_location,2010-11-08,0.015,0.145,1.0,0.433,Topic 8,"New Delhi, Delhi, India","(28.6138954, 77.2090057, 0.0)",28.6138954,77.2090057,"(77.2090057, 28.6138954)",POINT (77.20900570000001 28.6138954),0.433
234,Senate_Floor_Speech_on_Wall_Street_Bailout_Bill,unknown_location,1,United States of America,Washington D.C.,Congress,2008-10-01,-0.319,0.098,0.994,0.431,Topic 19,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.428414
235,Australian_Parliament,"Canberra, Australia",0,Australia,Canberra,no_specific_location,2011-11-16,0.0,0.149,1.0,0.442,Topic 16,"Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia","(-35.2975906, 149.1012676, 0.0)",-35.2975906,149.1012676,"(149.1012676, -35.2975906)",POINT (149.1012676 -35.2975906),0.442
236,Iraq_Airstrikes_and_Humanitarian_Aid_New,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2014-08-07,-0.113,0.054,0.987,0.434,Topic 9,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.428358
237,Cuba_People_Speech,"Gran Teatro de la Habana, Havana, Cuba",0,Cuba,Havana,Gran Teatro de la Habana,2016-03-22,-0.059,0.171,1.0,0.481,Topic 13,"Gran Teatro de La Habana, Paseo de Martí (Paseo del Prado), La Habana Vieja, La Habana, San Miguel del Padrón, 10000, Cuba","(23.1369698, -82.3595917708269, 0.0)",23.1369698,-82.3595917708269,"(-82.3595917708269, 23.1369698)",POINT (-82.3595917708269 23.1369698),0.481
238,Defense_Dept_Personnel,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2011-05-30,0.243,0.174,1.0,0.483,Topic 9,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.483
239,Ebola_CDC,Atlanta Georgia,0,United States of America,Atlanta,no_specific_location,2014-09-16,-0.08,0.149,1.0,0.466,Topic 20,"Atlanta, Fulton County, Georgia, United States","(33.7489924, -84.3902644, 0.0)",33.7489924,-84.3902644,"(-84.3902644, 33.7489924)",POINT (-84.39026440000001 33.7489924),0.466
240,United_Nations_GA_2015,"UN Headquarters, New York, New York",0,United States of America,New York,UN Headquarters,2015-09-28,-0.219,0.137,1.0,0.454,Topic 17,,,,,"(nan, nan)",POINT (nan nan),0.454
241,Counter_ISIL_Campaign_Update,unknown_location,0,United States of America,Washington D.C.,Hispanic Chamber of Commerce,2015-12-14,-0.032,0.137,-0.988,0.399,Topic 4,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),-0.394212
242,Katrina_10_Years,"Andrew Sanchez Community Center, New Orleans, Louisiana",1,United States of America,New Orleans,Andrew Sanchez Community Center,2015-08-27,-0.087,0.154,1.0,0.453,Topic 15,,,,,"(nan, nan)",POINT (nan nan),0.453
243,Laos_People,"Lao National Cultural Hall, Vientiane, Laos",2,Laos,Vientiane,Lao National Cultural Hall,2016-09-06,-0.04,0.18,1.0,0.461,Topic 16,"ຫໍວັດທະນະທຳແຫ່ງຊາດ, ຖະໜົນ ໜໍ່ແກ້ວກຸມມານ, ມີໄຊ, ວຽງຈັນ, ເມືອງຈັນທະບູລີ, ນະຄອນຫຼວງວຽງຈັນ, 0100, ປະເທດລາວ","(17.96615525, 102.60664770784689, 0.0)",17.96615525,102.60664770784688,"(102.60664770784688, 17.96615525)",POINT (102.6066477078469 17.96615525),0.461
244,National_Holocaust_Memorial_Museum,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2012-04-23,-0.128,0.135,0.956,0.418,Topic 21,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.39960799999999996
245,Weekly_Address_Iraq_War_Service,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2011-12-17,0.0,0.209,0.983,0.52,Topic 24,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.5111600000000001
246,Moscow_New_Economic_School,"Gostinny Dvor, Moscow, Russia",1,Russia,Moscow,Gostinny Dvor,2009-07-07,-0.07,0.118,1.0,0.43,Topic 17,,,,,"(nan, nan)",POINT (nan nan),0.43
247,Islamic_Society_Baltimore,"Baltimore, Maryland",0,United States of America,Baltimore,no_specific_location,2016-02-03,-0.038,0.152,1.0,0.448,Topic 22,"Baltimore, Maryland, 21202-4036, United States","(39.2908816, -76.610759, 0.0)",39.2908816,-76.610759,"(-76.610759, 39.2908816)",POINT (-76.610759 39.2908816),0.448
248,Debt_Compromise_Agreement,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2011-07-31,-0.143,0.112,0.997,0.529,Topic 2,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.527413
249,Joplin_Tornado_Victims_Memorial,"Missouri Southern University, Joplin Missouri",0,United States of America,Minneapolis,Minneapolis Convention Center,2011-05-29,-0.06,0.145,0.999,0.498,Topic 21,"Missouri Southern State University, Julie Hughes Drive, Joplin, Jasper County, Missouri, 64801, United States","(37.09536065, -94.45764031637654, 0.0)",37.09536065,-94.45764031637654,"(-94.45764031637654, 37.09536065)",POINT (-94.45764031637654 37.09536065),0.497502
250,Dangers_of_Default,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2011-07-25,-0.347,0.125,0.924,0.472,Topic 2,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.436128
251,Iftar_Dinner_on_Religious_Tolerance,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2010-08-13,0.041,0.184,0.999,0.397,Topic 22,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.39660300000000004
252,Second_Presidential_Inaugural_Address,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2013-01-21,-0.095,0.129,1.0,0.455,Topic 8,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.455
253,Mandela_Public_Memorial_Address,"First National Bank Stadium, Johannesburg, South Africa",0,South Africa,Johannesburg,First National Bank Stadium,2013-12-10,0.077,0.16,1.0,0.564,Topic 8,,,,,"(nan, nan)",POINT (nan nan),0.564
254,Afghanistan_War_Troop_Surge,"Eisenhower Hall, West Point Military Academy, New York",0,United States of America,Tucson,University of Arizona McKale Memorial Center,2009-12-01,-0.141,0.112,0.999,0.455,Topic 9,,,,,"(nan, nan)",POINT (nan nan),0.45454500000000003
255,Student_Aid_Bill_of_Rights,"Georgia Institute of Technology, Atlanta, Georgia",0,United States of America,Atlanta,Georgia Institute of Technology,2015-03-10,-0.107,0.198,1.0,0.512,Topic 15,"Georgia Tech, Bobby Dodd Way Northwest, Atlanta, Fulton County, Georgia, 30332, United States","(33.776033, -84.39884086001581, 0.0)",33.776033,-84.39884086001581,"(-84.39884086001581, 33.776033)",POINT (-84.39884086001581 33.776033),0.512
256,Kenya_People_Speech,"Safaricom Indoor Arena, Nairobi, Kenya",1,Kenya,Nairobi,Safaricom Indoor Arena,2015-07-26,-0.098,0.142,1.0,0.469,Topic 8,"Safaricom Indoor Arena, Arena Drive, Ngumba, Nairobi, P.O BOX 65071, Kenya","(-1.2299123, 36.8886162, 0.0)",-1.2299123,36.8886162,"(36.8886162, -1.2299123)",POINT (36.8886162 -1.2299123),0.469
257,White_House_Correspondent_Dinner_2014,Washington D.C.,3,United States of America,Washington D.C.,no_specific_location,2014-05-03,-0.131,0.128,1.0,0.45,Topic 23,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.45
258,GWB_Library_Dedication,"Southern Methodist University, Dallas, Texas",0,United States of America,Dallas,Southern Methodist University,2013-04-25,0.094,0.194,1.0,0.556,Topic 23,"Southern Methodist University, 6425, Dyer Street, University Park, Dallas County, Texas, 75205, United States","(32.841801149999995, -96.78152810147064, 0.0)",32.841801149999995,-96.78152810147064,"(-96.78152810147064, 32.841801149999995)",POINT (-96.78152810147064 32.84180114999999),0.556
259,Countering_Violent_Religious_Extremism,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-02-18,-0.125,0.109,0.992,0.483,Topic 22,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.479136
260,Summit_Americas_Plenary,"Panama City, Panama",0,Panama,Panama City,no_specific_location,2015-04-11,-0.058,0.187,1.0,0.458,Topic 13,"Panama City, Bay County, Florida, 32401, United States","(30.1600827, -85.6545729, 0.0)",30.1600827,-85.6545729,"(-85.6545729, 30.1600827)",POINT (-85.65457290000001 30.1600827),0.458
261,Barack_Obama_-_Weekly_Address_01-01-16,unknown_location,0,United States of America,Washington D.C.,White House,2016-01-01,-0.068,0.08,-0.971,0.425,Topic 7,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),-0.41267499999999996
262,Baton_Rouge_Flooding,"Baton Rouge, Louisiana",2,United States of America,Baton Rouge,no_specific_location,2016-08-23,-0.119,0.192,1.0,0.473,Topic 20,"Baton Rouge, East Baton Rouge Parish, Louisiana, United States","(30.4459596, -91.18738, 0.0)",30.4459596,-91.18738,"(-91.18738, 30.4459596)",POINT (-91.18738 30.4459596),0.473
263,Rose_Garden_Economy_and_Deficit,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2011-09-19,-0.344,0.111,0.999,0.437,Topic 2,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.436563
264,Barack_Obama_-_African-American_History_Museum_Dedication,"National Mall, Washington D.C.",0,United States of America,Washington D.C.,National Mall,2016-09-24,0.022,0.17,1.0,0.472,Topic 1,"National Mall, Washington, District of Columbia, United States","(38.8854281, -77.0414734922376, 0.0)",38.8854281,-77.0414734922376,"(-77.0414734922376, 38.8854281)",POINT (-77.0414734922376 38.8854281),0.472
265,Ghana_Parliament,"Accra International Conference Center, Accra, Ghana",0,Ghana,Accra,Accra International Conference Center,2009-07-11,-0.035,0.165,1.0,0.473,Topic 20,"Accra International Conference Center, Castle Road, Ministries, West Ridge, Accra, Korle-Klottey Municipal District, Greater Accra Region, 0302, Ghana","(5.5543116999999995, -0.19337239921486743, 0.0)",5.5543117,-0.1933723992148674,"(-0.1933723992148674, 5.5543117)",POINT (-0.1933723992148674 5.5543117),0.473
266,DDay_70,"Omaha Beach, Normandy, France",0,France,Normandy,Omaha Beach,2014-06-06,-0.093,0.163,1.0,0.453,Topic 24,"Omaha Beach, Vierville-sur-Mer, Bayeux, Calvados, Normandie, France métropolitaine, 14710, France","(49.37781875, -0.8988297590207961, 0.0)",49.37781875,-0.8988297590207961,"(-0.8988297590207961, 49.37781875)",POINT (-0.8988297590207961 49.37781875),0.453
267,Senate_Speech_Iraq_Federalism_Amendment,unknown_location,0,United States of America,Washington D.C.,The Capitol,2007-03-13,-0.354,0.016,-0.992,0.409,Topic 9,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),-0.405728
268,Odyssey_Dawn,"The Convention Center Brasil 21, Brasilia, Brazil",0,Brazil,Brasilia,The Convention Center Brasil 21,2011-03-19,-0.074,0.179,0.988,0.291,Topic 14,,,,,"(nan, nan)",POINT (nan nan),0.287508
269,Flint_Michigan_Community,"Northwestern High School, Flint, Michigan",0,United States of America,Flint,Northwestern High School,2016-05-04,-0.187,0.167,1.0,0.519,Topic 15,"Northwestern High School, G-2138, West Carpenter Road, Flint, Mount Morris Township, Genesee County, Michigan, 48505, United States","(43.07770265, -83.7209112504498, 0.0)",43.07770265,-83.7209112504498,"(-83.7209112504498, 43.07770265)",POINT (-83.7209112504498 43.07770265),0.519
270,Iraq_Multinational_Troops,"Al Faw Palace, Baghdad, Iraq",1,Iraq,Baghdad,Al Faw Palace,2009-04-07,0.178,0.243,0.999,0.462,Topic 9,"American University in Baghdad, شارع مطار بغداد, البلدية المنصور, بغداد, ناحية المنصور, قضاء الکرخ, محافظة بغداد, ٠٠٩٦٤, العراق","(33.2840084, 44.256124507264076, 0.0)",33.2840084,44.25612450726408,"(44.25612450726408, 33.2840084)",POINT (44.25612450726408 33.2840084),0.461538
271,Hurricane_Sandy_ERT,James S. Brady Press Briefing Room,1,United States of America,Washington D.C.,White House,2012-10-29,-0.088,0.146,0.993,0.455,Topic 20,,,,,"(nan, nan)",POINT (nan nan),0.451815
272,Ebola_NIH_Research,"Bethesda, Maryland",0,United States of America,Bethesda,no_specific_location,2014-12-02,0.006,0.164,1.0,0.437,Topic 20,"Bethesda, Montgomery County, Maryland, United States","(38.98127255, -77.12335871396549, 0.0)",38.98127255,-77.12335871396549,"(-77.12335871396549, 38.98127255)",POINT (-77.12335871396549 38.98127255),0.437
273,Prayer_Breakfast_2010,unknown_location,0,United States of America,Washington D.C.,White House,2010-02-04,-0.117,0.115,1.0,0.493,Topic 21,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.493
274,More_Perfect_Union,"Philadelphia, Pennsylvania",0,United States of America,Philadelphia,no_specific_location,2008-03-18,-0.275,0.091,-0.993,0.433,Topic 1,"Philadelphia, Philadelphia County, Pennsylvania, 19110, United States","(39.9527237, -75.1635262, 0.0)",39.9527237,-75.1635262,"(-75.1635262, 39.9527237)",POINT (-75.16352620000001 39.9527237),-0.429969
275,Hispanic_Chamber_of_Commerce,unknown_location,0,United States of America,Washington D.C.,Pentagon,2009-03-10,-0.132,0.174,1.0,0.464,Topic 15,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.464
276,Iraq_War_Camp_Lejeune,"Camp Lejeune, North Carolina",0,United States of America,Jacksonville,Camp Lejeune,2009-02-27,-0.028,0.17,1.0,0.438,Topic 9,"Marine Corps Base Camp Lejeune, Onslow County, North Carolina, United States","(34.63941505, -77.34201604164966, 0.0)",34.63941505,-77.34201604164966,"(-77.34201604164966, 34.63941505)",POINT (-77.34201604164966 34.63941505),0.438
277,Chemical_Weapons_Syria,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2013-08-31,-0.231,0.088,0.993,0.418,Topic 14,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.415074
278,Syria_Speech_to_the_Nation,Washington D.C.,1,United States of America,Washington D.C.,no_specific_location,2013-09-10,-0.254,0.018,-1.0,0.405,Topic 4,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),-0.405
279,Jerusalem_Intl_Convention_Center_Speech,"Jerusalem, Israel",0,Israel,Jerusalem,no_specific_location,2013-03-21,-0.042,0.152,1.0,0.481,Topic 12,"ירושלים, נפת ירושלים, מחוז ירושלים, ישראל","(31.7788242, 35.2257626, 0.0)",31.7788242,35.2257626,"(35.2257626, 31.7788242)",POINT (35.2257626 31.7788242),0.481
280,Salvatore_Giunta_Medal_of_Honor,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2010-11-16,-0.061,0.116,0.998,0.435,Topic 9,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.43413
281,Kennedy_Center_Honorees_2016,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2016-12-04,0.273,0.221,1.0,0.496,Topic 23,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.496
282,United_State_of_Women,"Walter E. Washington Convention Center, Washington D.C.",0,United States of America,Washington D.C.,Walter E. Washington Convention Center,2016-06-14,-0.063,0.136,1.0,0.486,Topic 1,"Walter E. Washington Convention Center, L Street Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States","(38.90503335, -77.02295618530775, 0.0)",38.90503335,-77.02295618530775,"(-77.02295618530775, 38.90503335)",POINT (-77.02295618530775 38.90503335),0.486
283,White_House_Correspondents_Dinner_2010,"Washington Hilton Hotel, Washington D.C.",1,United States of America,Washington D.C.,Washington Hilton Hotel,2010-05-01,-0.061,0.143,1.0,0.529,Topic 23,"Washington Hilton, 1919, Connecticut Avenue Northwest, Washington, District of Columbia, 20015, United States","(38.9165229, -77.0452084, 0.0)",38.9165229,-77.0452084,"(-77.0452084, 38.9165229)",POINT (-77.04520840000001 38.9165229),0.529
284,Lincoln_Bicentennial,"Lincoln Memorial, Washington D.C.",0,United States of America,Washington D.C.,Lincoln Memorial,2009-02-12,-0.207,0.113,0.592,0.466,Topic 1,"Lincoln Memorial, Lincoln Steps, Washington, District of Columbia, 20418, United States","(38.889212150000006, -77.05017197314066, 0.0)",38.889212150000006,-77.05017197314066,"(-77.05017197314066, 38.889212150000006)",POINT (-77.05017197314066 38.88921215000001),0.275872
285,Pensacola_Military_Personnel,unknown_location,0,United States of America,Atlanta,Disabled Veterans of America Conference,2010-06-15,-0.05,0.146,1.0,0.488,Topic 9,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.488
286,Ted_Kennedy_Institute_Dedication,"Boston, Massachusetts",0,United States of America,Boston,no_specific_location,2015-03-30,-0.06,0.149,1.0,0.489,Topic 23,"Boston, Suffolk County, Massachusetts, 02102, United States","(42.3602534, -71.0582912, 0.0)",42.3602534,-71.0582912,"(-71.0582912, 42.3602534)",POINT (-71.0582912 42.3602534),0.489
287,Selma_50_March,"Edmund Pettus Bridge, Selma, Alabama",0,United States of America,Selma,Edmund Pettus Bridge,2015-03-07,-0.071,0.159,1.0,0.468,Topic 1,"Edmund Pettus Bridge, Water Avenue Historic District, Selma, Dallas County, Alabama, 36702, United States","(32.4047191, -87.01813913248446, 0.0)",32.4047191,-87.01813913248446,"(-87.01813913248446, 32.4047191)",POINT (-87.01813913248446 32.4047191),0.468
288,Reforming_Wall_Street,"Cooper Union, New York, New York",0,United States of America,New York,Cooper Union,2010-04-22,-0.281,0.102,0.999,0.407,Topic 19,"The Cooper Union, Cooper Square, Manhattan Community Board 3, East Village, New York County, City of New York, New York, 10003, United States","(40.7295282, -73.9905606, 0.0)",40.7295282,-73.9905606,"(-73.9905606, 40.7295282)",POINT (-73.99056059999999 40.7295282),0.406593
289,First_Press_Conference,"Chicago, Illinois",0,United States of America,Chicago,no_specific_location,2008-11-07,-0.132,0.09,0.984,0.41,Topic 19,"Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,"(-87.6244212, 41.8755616)",POINT (-87.6244212 41.8755616),0.40343999999999997
290,Final_State_of_the_Union_Address,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2016-01-12,-0.181,0.119,1.0,0.428,Topic 4,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.428
291,Lincoln_Memorial,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2008-01-18,-0.029,0.174,0.999,0.58,Topic 1,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.5794199999999999
292,Golden_State_Warriors,"White House, Washington D.C.",2,United States of America,Washington D.C.,White House,2016-02-04,0.121,0.242,1.0,0.495,Topic 23,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.495
293,Canada_Parliament,"House of Commons Chamber, Ottawa, Canada",1,Canada,Ottawa,House of Commons Chamber,2016-06-29,-0.063,0.153,1.0,0.478,Topic 16,,,,,"(nan, nan)",POINT (nan nan),0.478
